NOME DA ESTAÇÃO;DATA;CHUVA;VAZAO
58974000;15/01/1935;SD;1019,8971
58974000;16/01/1935;SD;989,2409
58974000;17/01/1935;SD;1102,5527
58974000;18/01/1935;SD;1155,5725
58974000;19/01/1935;SD;1175,8848
58974000;20/01/1935;SD;1196,4338
58974000;21/01/1935;SD;1109,0896
58974000;22/01/1935;SD;1063,8702
58974000;23/01/1935;SD;1231,2117
58974000;24/01/1935;SD;1273,8268
58974000;25/01/1935;SD;1217,2208
58974000;26/01/1935;SD;1252,3984
58974000;27/01/1935;SD;1446,2869
58974000;28/01/1935;SD;1702,4264
58974000;29/01/1935;SD;1711,1569
58974000;30/01/1935;SD;1575,0118
58974000;31/01/1935;SD;1509,7349
58974000;01/02/1935;SD;2743,1257
58974000;02/02/1935;SD;3626,5154
58974000;03/02/1935;SD;3847,2864
58974000;04/02/1935;SD;3999,3357
58974000;05/02/1935;SD;4123,82
58974000;06/02/1935;SD;3953,308
58974000;07/02/1935;SD;3372,9424
58974000;08/02/1935;SD;3210,637
58974000;09/02/1935;SD;3105,3787
58974000;10/02/1935;SD;3079,4285
58974000;11/02/1935;SD;3079,4285
58974000;12/02/1935;SD;3092,3855
58974000;13/02/1935;SD;2719,2378
58974000;14/02/1935;SD;2533,109
58974000;15/02/1935;SD;3144,5764
58974000;16/02/1935;SD;3892,489
58974000;17/02/1935;SD;4014,7573
58974000;18/02/1935;SD;3554,8474
58974000;19/02/1935;SD;3079,4285
58974000;20/02/1935;SD;2815,6274
58974000;21/02/1935;SD;2803,4563
58974000;22/02/1935;SD;2840,0757
58974000;23/02/1935;SD;2755,1218
58974000;24/02/1935;SD;2864,6648
58974000;25/02/1935;SD;2707,3462
58974000;26/02/1935;SD;2767,1528
58974000;27/02/1935;SD;2476,736
58974000;28/02/1935;SD;2145,787
58974000;01/03/1935;SD;2055,556
58974000;02/03/1935;SD;2006,5383
58974000;03/03/1935;SD;2228,1765
58974000;04/03/1935;SD;2454,4233
58974000;05/03/1935;SD;2421,206
58974000;06/03/1935;SD;2166,1907
58974000;07/03/1935;SD;2006,5383
58974000;08/03/1935;SD;1967,8901
58974000;09/03/1935;SD;1746,3767
58974000;10/03/1935;SD;1676,4135
58974000;11/03/1935;SD;1599,9675
58974000;12/03/1935;SD;1608,3444
58974000;13/03/1935;SD;1558,5197
58974000;14/03/1935;SD;1469,8672
58974000;15/03/1935;SD;1399,8855
58974000;16/03/1935;SD;1361,9846
58974000;17/03/1935;SD;1446,2869
58974000;18/03/1935;SD;1509,7349
58974000;19/03/1935;SD;1501,7043
58974000;20/03/1935;SD;1599,9675
58974000;21/03/1935;SD;1525,8816
58974000;22/03/1935;SD;1446,2869
58974000;23/03/1935;SD;1558,5197
58974000;24/03/1935;SD;1633,65
58974000;25/03/1935;SD;1509,7349
58974000;26/03/1935;SD;1347,018
58974000;27/03/1935;SD;1266,6571
58974000;28/03/1935;SD;1347,018
58974000;29/03/1935;SD;1339,5758
58974000;30/03/1935;SD;1266,6571
58974000;31/03/1935;SD;1203,3363
58974000;01/04/1935;SD;1142,1617
58974000;02/04/1935;SD;1115,6522
58974000;03/04/1935;SD;1115,6522
58974000;04/04/1935;SD;1273,8268
58974000;05/04/1935;SD;1642,1438
58974000;06/04/1935;SD;1542,1431
58974000;07/04/1935;SD;1361,9846
58974000;08/04/1935;SD;1231,2117
58974000;09/04/1935;SD;1203,3363
58974000;10/04/1935;SD;1252,3984
58974000;11/04/1935;SD;1317,4141
58974000;12/04/1935;SD;1295,4983
58974000;13/04/1935;SD;1224,2029
58974000;14/04/1935;SD;1182,7081
58974000;15/04/1935;SD;1122,2407
58974000;16/04/1935;SD;1102,5527
58974000;17/04/1935;SD;1089,5562
58974000;18/04/1935;SD;1162,317
58974000;19/04/1935;SD;1169,0878
58974000;20/04/1935;SD;1135,4954
58974000;21/04/1935;SD;1076,6622
58974000;22/04/1935;SD;1007,5597
58974000;23/04/1935;SD;977,1526
58974000;24/04/1935;SD;971,1455
58974000;25/04/1935;SD;989,2409
58974000;26/04/1935;SD;1051,18
58974000;27/04/1935;SD;1038,5913
58974000;28/04/1935;SD;1076,6622
58974000;29/04/1935;SD;1051,18
58974000;30/04/1935;SD;1128,8551
58974000;01/05/1935;SD;1245,3094
58974000;02/05/1935;SD;1122,2407
58974000;03/05/1935;SD;1026,1033
58974000;04/05/1935;SD;1026,1033
58974000;05/05/1935;SD;935,6194
58974000;06/05/1935;SD;923,9728
58974000;07/05/1935;SD;889,6138
58974000;08/05/1935;SD;883,9714
58974000;09/05/1935;SD;878,353
58974000;10/05/1935;SD;878,353
58974000;11/05/1935;SD;878,353
58974000;12/05/1935;SD;861,6406
58974000;13/05/1935;SD;839,689
58974000;14/05/1935;SD;823,4723
58974000;15/05/1935;SD;818,1135
58974000;16/05/1935;SD;796,9108
58974000;17/05/1935;SD;791,6679
58974000;18/05/1935;SD;786,4482
58974000;19/05/1935;SD;776,0776
58974000;20/05/1935;SD;791,6679
58974000;21/05/1935;SD;752,9377
58974000;22/05/1935;SD;759,3482
58974000;23/05/1935;SD;872,7584
58974000;24/05/1935;SD;935,6194
58974000;25/05/1935;SD;856,1172
58974000;26/05/1935;SD;828,8544
58974000;27/05/1935;SD;818,1135
58974000;28/05/1935;SD;791,6679
58974000;29/05/1935;SD;776,0776
58974000;30/05/1935;SD;765,7946
58974000;31/05/1935;SD;752,9377
58974000;01/06/1935;SD;733,9218
58974000;02/06/1935;SD;727,6546
58974000;03/06/1935;SD;715,2268
58974000;04/06/1935;SD;702,9405
58974000;05/06/1935;SD;702,9405
58974000;06/06/1935;SD;702,9405
58974000;07/06/1935;SD;690,7948
58974000;08/06/1935;SD;690,7948
58974000;09/06/1935;SD;690,7948
58974000;10/06/1935;SD;684,7744
58974000;11/06/1935;SD;678,7889
58974000;12/06/1935;SD;655,1935
58974000;13/06/1935;SD;666,9221
58974000;14/06/1935;SD;666,9221
58974000;15/06/1935;SD;672,8381
58974000;16/06/1935;SD;696,8501
58974000;17/06/1935;SD;690,7948
58974000;18/06/1935;SD;696,8501
58974000;19/06/1935;SD;696,8501
58974000;20/06/1935;SD;752,9377
58974000;21/06/1935;SD;781,2514
58974000;22/06/1935;SD;752,9377
58974000;23/06/1935;SD;709,066
58974000;24/06/1935;SD;690,7948
58974000;25/06/1935;SD;678,7889
58974000;26/06/1935;SD;678,7889
58974000;27/06/1935;SD;684,7744
58974000;28/06/1935;SD;678,7889
58974000;29/06/1935;SD;655,1935
58974000;30/06/1935;SD;649,3808
58974000;01/07/1935;SD;632,148
58974000;02/07/1935;SD;626,4718
58974000;03/07/1935;SD;615,2209
58974000;04/07/1935;SD;609,646
58974000;05/07/1935;SD;609,646
58974000;06/07/1935;SD;598,5968
58974000;07/07/1935;SD;593,1223
58974000;08/07/1935;SD;604,1047
58974000;09/07/1935;SD;566,247
58974000;10/07/1935;SD;566,247
58974000;11/07/1935;SD;576,8981
58974000;12/07/1935;SD;576,8981
58974000;13/07/1935;SD;576,8981
58974000;14/07/1935;SD;566,247
58974000;15/07/1935;SD;555,727
58974000;16/07/1935;SD;550,5159
58974000;17/07/1935;SD;540,1911
58974000;18/07/1935;SD;529,9953
58974000;19/07/1935;SD;529,9953
58974000;20/07/1935;SD;540,1911
58974000;21/07/1935;SD;535,0771
58974000;22/07/1935;SD;529,9953
58974000;23/07/1935;SD;524,9456
58974000;24/07/1935;SD;514,942
58974000;25/07/1935;SD;505,0656
58974000;26/07/1935;SD;509,9879
58974000;27/07/1935;SD;529,9953
58974000;28/07/1935;SD;587,6811
58974000;29/07/1935;SD;632,148
58974000;30/07/1935;SD;593,1223
58974000;31/07/1935;SD;637,8582
58974000;01/08/1935;SD;643,6024
58974000;02/08/1935;SD;620,8295
58974000;03/08/1935;SD;576,8981
58974000;04/08/1935;SD;545,3373
58974000;05/08/1935;SD;535,0771
58974000;06/08/1935;SD;540,1911
58974000;07/08/1935;SD;535,0771
58974000;08/08/1935;SD;540,1911
58974000;09/08/1935;SD;540,1911
58974000;10/08/1935;SD;540,1911
58974000;11/08/1935;SD;524,9456
58974000;12/08/1935;SD;514,942
58974000;13/08/1935;SD;509,9879
58974000;14/08/1935;SD;485,6908
58974000;15/08/1935;SD;485,6908
58974000;16/08/1935;SD;485,6908
58974000;17/08/1935;SD;495,3154
58974000;18/08/1935;SD;490,4874
58974000;19/08/1935;SD;471,4874
58974000;20/08/1935;SD;466,8149
58974000;21/08/1935;SD;452,9815
58974000;22/08/1935;SD;457,562
58974000;23/08/1935;SD;443,9118
58974000;24/08/1935;SD;452,9815
58974000;25/08/1935;SD;452,9815
58974000;26/08/1935;SD;452,9815
58974000;27/08/1935;SD;452,9815
58974000;28/08/1935;SD;452,9815
58974000;29/08/1935;SD;439,4225
58974000;30/08/1935;SD;439,4225
58974000;31/08/1935;SD;452,9815
58974000;01/09/1935;SD;448,4315
58974000;02/09/1935;SD;434,9633
58974000;03/09/1935;SD;434,9633
58974000;04/09/1935;SD;400,3644
58974000;05/09/1935;SD;400,3644
58974000;06/09/1935;SD;400,3644
58974000;07/09/1935;SD;396,1723
58974000;08/09/1935;SD;383,7709
58974000;09/09/1935;SD;379,695
58974000;10/09/1935;SD;379,695
58974000;11/09/1935;SD;383,7709
58974000;12/09/1935;SD;392,0095
58974000;13/09/1935;SD;439,4225
58974000;14/09/1935;SD;466,8149
58974000;15/09/1935;SD;495,3154
58974000;16/09/1935;SD;519,9279
58974000;17/09/1935;SD;500,1747
58974000;18/09/1935;SD;490,4874
58974000;19/09/1935;SD;485,6908
58974000;20/09/1935;SD;471,4874
58974000;21/09/1935;SD;457,562
58974000;22/09/1935;SD;443,9118
58974000;23/09/1935;SD;439,4225
58974000;24/09/1935;SD;443,9118
58974000;25/09/1935;SD;495,3154
58974000;26/09/1935;SD;485,6908
58974000;27/09/1935;SD;476,1909
58974000;28/09/1935;SD;609,646
58974000;29/09/1935;SD;649,3808
58974000;30/09/1935;SD;604,1047
58974000;01/10/1935;SD;535,0771
58974000;02/10/1935;SD;545,3373
58974000;03/10/1935;SD;566,247
58974000;04/10/1935;SD;655,1935
58974000;05/10/1935;SD;727,6546
58974000;06/10/1935;SD;702,9405
58974000;07/10/1935;SD;696,8501
58974000;08/10/1935;SD;649,3808
58974000;09/10/1935;SD;620,8295
58974000;10/10/1935;SD;587,6811
58974000;11/10/1935;SD;571,5561
58974000;12/10/1935;SD;672,8381
58974000;13/10/1935;SD;684,7744
58974000;14/10/1935;SD;620,8295
58974000;15/10/1935;SD;582,2731
58974000;16/10/1935;SD;560,9707
58974000;17/10/1935;SD;550,5159
58974000;18/10/1935;SD;637,8582
